,time in ms,Temp in C
104,0.10400000000000001,86.03345217600229
105,0.105,38.690473049586714
106,0.106,3.5966658097049353
107,0.107,38.365252292158125
108,0.108,31.469486101458422
109,0.109,5.577636678802655
110,0.11,57.42426135515583
111,0.111,2.2327955608214434
112,0.112,91.90687954981803
113,0.113,28.80131129997412
114,0.114,51.48094190650553
115,0.115,66.84621707149854
116,0.116,3.6022554530045547
117,0.117,5.940530047532889
118,0.11800000000000001,84.6005737503436
119,0.11900000000000001,42.09530343103176
120,0.12,70.54861553646458
121,0.121,87.15219124967334
122,0.122,62.4937991087763
123,0.123,86.62285873378444
124,0.124,68.344021884604
125,0.125,90.31263871485703
126,0.126,14.082024770632895
127,0.127,46.30348378754895
128,0.128,84.69911579603266
129,0.129,72.92545154871107
130,0.13,74.37692400456535
131,0.131,42.692530867799896
132,0.132,10.001791711173558
133,0.133,54.83372237708642
134,0.134,88.49866344156389
135,0.135,29.707287251339665
136,0.136,22.610933848168692
137,0.137,30.82278119141739
138,0.138,74.88531392531436
139,0.139,64.49352622563383
140,0.14,13.521508826438577
141,0.14100000000000001,24.240640672875855
142,0.14200000000000002,89.97128214708054
143,0.14300000000000002,71.57081800143555
144,0.14400000000000002,67.05298561299962
145,0.145,87.73730215326935
146,0.146,16.505526170819394
147,0.147,81.58751197267149
148,0.148,18.103274112926794
149,0.149,8.458587524065297
150,0.15,79.99304862933208
151,0.151,98.05754190265284
152,0.152,13.694602517994724
153,0.153,26.56669914870179
154,0.154,16.965261788734477
155,0.155,56.006401824033105
156,0.156,18.839214535182236
157,0.157,34.390365896675604
158,0.158,34.2863541988778
159,0.159,91.74578835295888
160,0.16,52.049085658508
161,0.161,58.311875640114266
162,0.162,41.69410145125669
163,0.163,8.959405842225266
164,0.164,59.757557942347304
165,0.165,92.9017941004605
166,0.166,6.057944160734441
167,0.167,49.55489391475791
168,0.168,64.9346043571274
169,0.169,17.408182521530847
170,0.17,83.47481498178377
171,0.171,40.06151485391564
172,0.17200000000000001,11.077926191631605
173,0.17300000000000001,15.166493523731518
174,0.17400000000000002,5.417073257475636
175,0.17500000000000002,11.040901352884468
176,0.176,11.156570760241591
177,0.177,48.80594309482272
178,0.178,98.43370220248707
179,0.179,81.4652282153984
180,0.18,17.309212555193387
181,0.181,37.13201151291477
182,0.182,94.30148475616865
183,0.183,5.276688765318916
184,0.184,43.23393798424454
185,0.185,42.470398328454195
186,0.186,66.5905012169964
187,0.187,56.30415965633485
188,0.188,92.78194935235695
189,0.189,60.29336436891764
190,0.19,86.97741692342817
191,0.191,64.45919529578806
192,0.192,60.76370732544646
193,0.193,97.58376527072632
194,0.194,97.68863428851445
195,0.195,78.01539769033405
196,0.196,44.13096894430044
197,0.197,86.52076723961069
198,0.198,32.78350036975704
199,0.199,17.65856222361073
200,0.2,44.534579421759645
201,0.201,30.55699699296057
202,0.202,28.445645465124436
203,0.203,71.80483025100703
204,0.20400000000000001,40.432634628873544
205,0.20500000000000002,34.90850209325431
206,0.20600000000000002,1.317681909596602
207,0.20700000000000002,80.91637484320773
208,0.20800000000000002,42.98488131498117
209,0.209,31.481977174249376
210,0.21,0.1602448286616598
211,0.211,84.02331951403895
212,0.212,59.533568416732685
213,0.213,91.54606496973734
214,0.214,6.74471742508207
215,0.215,46.99936072940891
216,0.216,90.72583373968176
217,0.217,90.52145215602235
218,0.218,2.2549680666474226
219,0.219,60.95665498716758
220,0.22,27.46320829263017
221,0.221,71.86883673712907
222,0.222,38.55959541768181
223,0.223,32.244679273311895
224,0.224,77.54687165851577
225,0.225,14.246418381679927
226,0.226,41.95725933057404
227,0.227,38.46478754132752
228,0.228,53.15250442229813
229,0.229,33.836426556557484
230,0.23,63.57944159587537
231,0.231,39.74837580357139
232,0.232,46.1276348260616
233,0.233,28.216672871955673
234,0.234,66.81383096196224
235,0.23500000000000001,13.469077297612575
236,0.23600000000000002,17.563015295466233
237,0.23700000000000002,77.07463901928587
238,0.23800000000000002,76.72853893333095
239,0.23900000000000002,99.85845344787101
240,0.24,21.79103923968555
241,0.241,12.228812098503994
242,0.242,45.381865298287906
243,0.243,50.91229842141449
244,0.244,86.88247686681066
245,0.245,57.23677692695769
246,0.246,78.49979089034773
247,0.247,59.80525158152614
248,0.248,78.37945551005429
249,0.249,99.17098449501192
250,0.25,61.12390103426044
251,0.251,61.497882327777255
252,0.252,75.44984734972986
253,0.253,62.90517164152725
254,0.254,64.0872342010158
255,0.255,64.73849443648815
256,0.256,9.416668697793874
257,0.257,79.98704158688214
258,0.258,33.29501762084705
259,0.259,36.878178684568006
260,0.26,98.8871542215293
261,0.261,48.39714462233092
262,0.262,50.32621916588849
263,0.263,15.73137376652195
264,0.264,51.85290208454438
265,0.265,12.517901597158465
266,0.266,80.18537652288836
267,0.267,12.189916913803778
268,0.268,17.42453643362155
269,0.269,40.21887708631109
270,0.27,23.125884966991606
271,0.271,43.27947563030692
272,0.272,17.187361360908604
273,0.273,51.54059796117376
274,0.274,89.37814450241433
275,0.275,89.22758595224444
276,0.276,48.039435658358876
277,0.277,63.523675119505285
278,0.278,10.083063365960875
279,0.279,81.60588082847859
280,0.28,28.24624853119847
281,0.281,83.67651642587168
282,0.28200000000000003,79.50769017738146
283,0.28300000000000003,36.26303511954807
284,0.28400000000000003,49.11023985625064
285,0.28500000000000003,33.759703710300535
286,0.28600000000000003,39.079941940148885
287,0.28700000000000003,20.61944274664196
288,0.28800000000000003,9.830659411248632
289,0.289,44.33991657477148
290,0.29,72.7079214248719
291,0.291,20.0019472257448
292,0.292,6.164139509391209
293,0.293,62.878060289403884
294,0.294,43.55361343738709
295,0.295,41.696511196927645
296,0.296,62.271827889041894
297,0.297,42.1629450546697
298,0.298,14.005137064950269
299,0.299,66.34524941924379
300,0.3,76.40017737750533
301,0.301,14.130563932014105
302,0.302,74.37441445786102
303,0.303,97.54500955757977
304,0.304,19.661640341009612
305,0.305,94.05391201149173
306,0.306,96.7676690989266
307,0.307,12.22942945914779
308,0.308,27.061046442077885
309,0.309,6.934271173394013
310,0.31,20.68521656001713
311,0.311,65.99440034132591
312,0.312,96.0321548780399
313,0.313,63.534875900548556
314,0.314,27.909949701627923
315,0.315,65.42749898274825
316,0.316,63.641773367807154
317,0.317,70.05444616868775
318,0.318,54.31702396582189
319,0.319,36.615070089401115
320,0.32,62.24979922328819
321,0.321,90.2493590641585
322,0.322,36.44892518028705
323,0.323,13.734381892859338
324,0.324,70.22671476627997
325,0.325,50.649493038869984
326,0.326,94.84541571343998
327,0.327,36.32156484610667
328,0.328,72.5543372952146
329,0.329,92.82101434656865
330,0.33,40.24875458299276
331,0.331,66.15738171992444
332,0.332,96.09482531767799
333,0.333,60.17572763078485
334,0.334,71.3226225264505
335,0.335,51.26022940129997
336,0.336,21.95199859068422
337,0.337,44.91031737681516
338,0.338,95.10029559013172
339,0.339,96.7461555107759
340,0.34,4.353008575224193
341,0.341,10.943213105044391
342,0.342,20.942109950871824
343,0.343,67.22870085771447
344,0.34400000000000003,20.368247913476644
345,0.34500000000000003,85.66660414324548
346,0.34600000000000003,12.129910270592326
347,0.34700000000000003,5.5832308178368155
348,0.34800000000000003,89.42133736758487
349,0.34900000000000003,12.262827481177553
350,0.35000000000000003,79.77365997619239
351,0.35100000000000003,31.65658368167805
352,0.352,86.44928000561242
353,0.353,64.74316346950461
354,0.354,92.21004300023765
355,0.355,73.94427032578454
356,0.356,48.05808452053937
357,0.357,11.0724638716591
358,0.358,67.45504809423089
359,0.359,97.60227358139917
360,0.36,23.912518737988677
361,0.361,93.72366710242173
362,0.362,70.75006241863792
363,0.363,75.81569875961273
364,0.364,24.035759233468134
365,0.365,71.10467356968739
366,0.366,87.328572522419
367,0.367,63.165725857321554
368,0.368,46.01304903376903
369,0.369,41.52382343421146
370,0.37,65.67380503405478
371,0.371,20.694536450750856
372,0.372,37.755376494961325
373,0.373,73.35504052936895
374,0.374,0.4330891852900587
375,0.375,39.945916551389736
376,0.376,51.66373611593087
377,0.377,85.67062300630685
378,0.378,87.3305122222801
379,0.379,26.48600978391694
380,0.38,67.38135614723275
381,0.381,61.571748790105595
382,0.382,55.43692232639047
383,0.383,98.22925559475351
384,0.384,4.371682061891702
385,0.385,6.790051348702564
386,0.386,0.6602084531644792
387,0.387,73.49968724376022
388,0.388,46.245205378933285
389,0.389,86.52470464775804
390,0.39,0.9859671829531846
391,0.391,10.467709419692417
392,0.392,29.201288161132577
393,0.393,56.56444949665337
394,0.394,10.772378327280496
395,0.395,36.80978164767536
396,0.396,18.410758934282878
397,0.397,57.4300840438427
398,0.398,49.21980177896017
399,0.399,46.8725483763678
400,0.4,40.53244077927043
401,0.401,39.94243719816829
402,0.402,43.98888319163517
403,0.403,75.76576616941279
404,0.404,1.9293816433165412
405,0.405,49.40119503966132
406,0.406,45.69015425099173
407,0.40700000000000003,46.20609322987397
408,0.40800000000000003,1.9623478096327918
409,0.40900000000000003,51.87498882804243
410,0.41000000000000003,71.55690789643788
411,0.41100000000000003,27.00744591445362
412,0.41200000000000003,67.08419236594715
413,0.41300000000000003,51.77251005062744
414,0.41400000000000003,48.91621368344562
415,0.41500000000000004,99.01284844395192
416,0.41600000000000004,65.04923618573206
417,0.417,33.72253344519811
418,0.418,81.3446235310838
419,0.419,91.61264635379423
420,0.42,42.176585522446985
421,0.421,24.275578869999272
422,0.422,65.2198335394981
423,0.423,59.02809552302617
424,0.424,35.364510649359005
425,0.425,47.12733688096501
426,0.426,32.56503152762207
427,0.427,67.41616211605185
428,0.428,88.41025576167341
429,0.429,15.399482509299844
430,0.43,69.67212711423069
431,0.431,44.59881298404809
432,0.432,2.2151104408760003
433,0.433,75.39626238388746
434,0.434,25.05846652460535
435,0.435,48.70997052107364
436,0.436,72.80161379976781
437,0.437,86.26443474159493
438,0.438,2.0211428585862223
439,0.439,54.39216108678101
440,0.44,85.42258194203598
441,0.441,84.3908692749995
442,0.442,6.191971149009801
443,0.443,46.82229463564853
444,0.444,1.2250054652150788
445,0.445,69.63036637125515
446,0.446,23.59380801158757
447,0.447,67.9276727334185
448,0.448,47.503302686772095
449,0.449,63.26548802977293
450,0.45,21.536757700655606
451,0.451,81.85173609229663
452,0.452,93.75342755149903
453,0.453,10.517529842120677
454,0.454,82.90306547403071
455,0.455,33.251466516483774
456,0.456,46.66759690023551
457,0.457,66.98986114167063
458,0.458,86.50341723474352
459,0.459,4.220171875538458
460,0.46,28.485848645137025
461,0.461,7.070987559320874
462,0.462,26.76381421437899
463,0.463,64.1019364773959
464,0.464,54.25558133246583
465,0.465,32.8874940262422
466,0.466,10.562964314808854
467,0.467,59.90301082046391
468,0.468,9.020227072047149
469,0.46900000000000003,19.02066872651622
470,0.47000000000000003,95.40238676267631
471,0.47100000000000003,96.73105117076375
472,0.47200000000000003,7.832945868610686
473,0.47300000000000003,35.09306331672587
474,0.47400000000000003,57.99546888709912
475,0.47500000000000003,24.53802545930349
476,0.47600000000000003,63.35554202824775
477,0.47700000000000004,38.52670287284753
478,0.47800000000000004,51.93860769694537
479,0.47900000000000004,88.57596772571745
480,0.48,41.46685549216428
481,0.481,57.721792919068825
482,0.482,92.41480325431233
483,0.483,50.33317422147784
484,0.484,46.96183646757096
485,0.485,20.468985724756372
486,0.486,95.74752828320892
487,0.487,25.18402734881541
488,0.488,69.91183048635409
489,0.489,8.777354168902306
490,0.49,86.67836567402433
491,0.491,61.170291088352826
492,0.492,58.408987708328695
493,0.493,65.34387495609096
494,0.494,20.052543351250762
495,0.495,3.9808865669582083
496,0.496,18.45156531531258
497,0.497,38.551705907949355
498,0.498,13.54501081794166
499,0.499,53.20566861191936
500,0.5,73.39058021160969
501,0.501,60.986370608526784
502,0.502,61.583995620281115
503,0.503,86.32218869807944
504,0.504,67.56764161962876
505,0.505,6.429309781181624
506,0.506,14.653103265333556
507,0.507,7.978562450314309
508,0.508,90.95541915740975
509,0.509,54.396137599960234
510,0.51,76.84073375109088
511,0.511,4.618824986419878
512,0.512,23.16836184310538
513,0.513,35.38452737036616
514,0.514,14.595641785187963
515,0.515,65.88301216414573
516,0.516,5.8510764625925304
517,0.517,77.30946634788612
518,0.518,56.75083724018677
519,0.519,94.27678191693141
520,0.52,17.500462528572513
521,0.521,85.6470552986644
522,0.522,38.36250575951797
523,0.523,28.402511658056874
524,0.524,91.6016179457406
525,0.525,31.579704626837124
526,0.526,85.10807893633671
527,0.527,18.87192598469557
528,0.528,21.79821451642373
529,0.529,39.25300842203124
530,0.53,0.15562361457899243
531,0.531,64.12881687361953
532,0.532,77.42472090557672
533,0.533,33.52868964644924
534,0.534,57.848846912106865
535,0.535,68.97958500485845
536,0.536,55.80373813956665
537,0.537,3.147388348598179
538,0.538,64.22251027614358
539,0.539,91.875388237839
540,0.54,54.66887244155967
541,0.541,13.411858003698452
542,0.542,32.97496294011455
543,0.543,92.9855115152483
544,0.544,46.194142428268236
545,0.545,91.48105562310161
546,0.546,87.32100024296889
547,0.547,58.41260328101803
548,0.548,7.27411895282104
549,0.549,19.096302159974776
550,0.55,73.41653635638399
551,0.551,38.48246943209834
552,0.552,89.27769494175433
553,0.553,45.94871116154461
554,0.554,70.08992043895083
555,0.555,22.57722578852951
556,0.556,44.87442009921544
557,0.557,12.996480939838639
558,0.558,76.74865693968341
559,0.559,38.19484482341694
560,0.56,21.313063166453894
561,0.561,89.35573370560682
562,0.562,20.148847916067748
563,0.5630000000000001,72.57981935604873
564,0.5640000000000001,1.6690649624214404
565,0.5650000000000001,95.6625096164898
566,0.5660000000000001,60.47604125904273
567,0.5670000000000001,89.66590961025675
568,0.5680000000000001,94.21357174219523
569,0.5690000000000001,51.08108084595884
570,0.5700000000000001,99.51935283413012
571,0.5710000000000001,31.988885172230162
572,0.5720000000000001,46.2430644159326
573,0.5730000000000001,37.25705961759643
574,0.5740000000000001,10.883371310638168
575,0.5750000000000001,36.10367488803558
576,0.5760000000000001,91.75494318756655
577,0.577,43.06202906149225
578,0.578,7.9813678917165625
579,0.579,68.45128537202773
580,0.58,9.512207170669528
581,0.581,74.16599724493832
582,0.582,86.28590781034657
583,0.583,13.615106318809056
584,0.584,73.86046784823762
585,0.585,37.39373183209944
586,0.586,67.17915644999549
587,0.587,40.191598188095746
588,0.588,31.187003538339397
589,0.589,86.08614735966097
590,0.59,97.64132986304574
591,0.591,85.70235103926348
592,0.592,49.85176400529263
593,0.593,89.83135320364218
594,0.594,95.41378872976586
595,0.595,60.81516517630524
596,0.596,49.739156978915865
597,0.597,37.573133419026895
598,0.598,48.31046416326852
599,0.599,78.49482694756081
600,0.6,70.0367372575862
601,0.601,93.29122715858888
602,0.602,96.72138079242704
603,0.603,74.35458888512908
604,0.604,62.77679298359461
605,0.605,3.0023652237147203
606,0.606,90.86070320287973
607,0.607,24.275418820700388
608,0.608,66.8355667214566
609,0.609,27.483978930827057
610,0.61,34.26072106145248
611,0.611,65.66316145943748
612,0.612,8.835014054071477
613,0.613,67.6754701502872
614,0.614,79.91456556004253
615,0.615,60.224223057813944
616,0.616,10.439278338528302
617,0.617,1.9322626010045196
618,0.618,37.07465957906935
619,0.619,14.404061836112836
620,0.62,2.9303050974777256
621,0.621,12.775332853917964
622,0.622,6.886915591739118
623,0.623,86.06159502146319
624,0.624,25.464354729006267
625,0.625,4.278881191937378
626,0.626,65.3777820721839
627,0.627,93.58953323894619
628,0.628,77.0356520347811
629,0.629,51.43957876084374
630,0.63,73.46740993212455
631,0.631,9.76334281838145
632,0.632,23.403080829209554
633,0.633,89.60182363741721
634,0.634,59.56260345404614
635,0.635,45.095895872166345
636,0.636,37.22182185557731
637,0.637,77.70233473780573
638,0.638,74.4421089732329
639,0.639,83.0995564968884
640,0.64,99.10763769521408
641,0.641,51.6992780705696
642,0.642,13.273174803277332
643,0.643,70.6011241206979
644,0.644,43.17254824086854
645,0.645,78.98286204184194
646,0.646,90.9446521185389
647,0.647,98.98559158838086
648,0.648,79.63419764095516
649,0.649,80.62829232634412
650,0.65,80.91968136887657
651,0.651,53.128376500874964
652,0.652,31.304882856077153
653,0.653,81.77357177940246
654,0.654,2.428739448131778
655,0.655,18.446457345957125
656,0.656,96.91151697346046
657,0.657,7.179362144162271
658,0.658,34.931593468364
659,0.659,46.883537256534936
660,0.66,69.27884524959691
661,0.661,17.202709532548642
662,0.662,52.66685645313534
663,0.663,7.1824999201640765
664,0.664,88.9180882652858
665,0.665,53.14366451029645
666,0.666,69.27529115051922
667,0.667,65.69499664681744
668,0.668,98.8655667597095
669,0.669,30.21089527598394
670,0.67,88.1730405235862
671,0.671,34.3621831403876
672,0.672,17.809133970652923
673,0.673,26.49424520874867
674,0.674,78.5459970484588
675,0.675,22.281374857282998
676,0.676,73.5713200702105
677,0.677,1.1251587814268826
678,0.678,79.88777608162042
679,0.679,82.16959054640725
680,0.68,11.339336001954948
681,0.681,75.58651153104904
682,0.682,83.5459332176892
683,0.683,6.752685641684741
684,0.684,66.54112499231341
685,0.685,38.925441056517165
686,0.686,58.79026519092015
687,0.687,17.27308101266948
688,0.6880000000000001,94.48208743825516
689,0.6890000000000001,86.3301548962083
690,0.6900000000000001,0.9056663461055492
691,0.6910000000000001,74.2275445136459
692,0.6920000000000001,10.616757634281448
693,0.6930000000000001,77.22885173052505
694,0.6940000000000001,36.27589043219779
695,0.6950000000000001,83.71797589264884
696,0.6960000000000001,26.109757173950744
697,0.6970000000000001,24.447287013384443
698,0.6980000000000001,36.480296652838504
699,0.6990000000000001,16.856879625449206
700,0.7000000000000001,37.41406395256575
701,0.7010000000000001,27.27883732589933
702,0.7020000000000001,64.104668110455
703,0.7030000000000001,10.117872868910084
704,0.704,4.274423207955302
705,0.705,20.16397763026754
706,0.706,22.79018897570092
707,0.707,27.214201020886406
708,0.708,98.25141134155027
709,0.709,91.77695695333487
710,0.71,47.18843678214982
711,0.711,30.18942785043832
712,0.712,17.119555387482123
713,0.713,48.72004561919496
714,0.714,80.72706781193368
715,0.715,56.14047445344771
716,0.716,71.17590977108156
717,0.717,29.092184665010258
718,0.718,85.6724424891586
719,0.719,41.02174204762618
720,0.72,62.76533699225549
721,0.721,53.80463458359661
722,0.722,98.86795115852213
723,0.723,86.21553817353785
724,0.724,13.172337251617295
725,0.725,62.342404325321645
726,0.726,87.07640677411518
727,0.727,66.65750104933734
728,0.728,82.44218994053583
729,0.729,9.965952196024109
730,0.73,89.40217416598341
731,0.731,98.27624795853394
732,0.732,23.635198216426335
733,0.733,3.043984191244542
734,0.734,76.9191531179559
735,0.735,29.254781828122912
736,0.736,18.430277578133204
737,0.737,32.41056202524604
738,0.738,69.87128258859697
739,0.739,7.946316018344335
740,0.74,60.47780183451557
741,0.741,76.11227302669043
742,0.742,30.84309257855111
743,0.743,65.7466952471361
744,0.744,40.485345243213544
745,0.745,10.965220752894744
746,0.746,3.9550916318994322
747,0.747,5.8516704398903325
748,0.748,71.90686699392792
749,0.749,16.202106896739565
750,0.75,29.79793510535217
751,0.751,25.369605474015177
752,0.752,53.2686962837046
753,0.753,25.79332255991762
754,0.754,46.93810901059339
755,0.755,29.733740790328543
756,0.756,29.74157305632548
757,0.757,61.00928496132498
758,0.758,82.8351774115638
759,0.759,37.00897190314917
760,0.76,93.28340628068847
761,0.761,44.69962488194984
762,0.762,44.20664358198816
763,0.763,95.6887296703512
764,0.764,46.20702677659032
765,0.765,25.671167152861653
766,0.766,10.469046849580188
767,0.767,82.51106860917106
768,0.768,79.22873594814489
769,0.769,15.135032576821562
770,0.77,29.350676902842444
771,0.771,75.33183321080259
772,0.772,61.89462540385811
773,0.773,32.8062005009206
774,0.774,94.0207857223383
775,0.775,58.948432147527555
776,0.776,71.10243676897402
777,0.777,9.444023390706313
778,0.778,51.7749522988591
779,0.779,78.61841170701454
780,0.78,23.026248056230102
781,0.781,57.925943835262736
782,0.782,18.79961218297964
783,0.783,96.45367687159089
784,0.784,3.198706170615384
785,0.785,75.09885923597463
786,0.786,88.970329987612
787,0.787,82.72016119406625
788,0.788,65.06636052525931
789,0.789,86.33736534813023
790,0.79,13.694125901069754
791,0.791,54.41682719809785
792,0.792,96.1747930606464
793,0.793,92.27274430862893
794,0.794,67.43174910644603
795,0.795,6.650814696069485
796,0.796,7.568251892016919
797,0.797,57.35865610180046
798,0.798,86.70750839766337
799,0.799,1.2370485921148977
800,0.8,46.002668069663
801,0.801,5.6281507070425345
802,0.802,95.16538008130928
803,0.803,18.541019925734737
804,0.804,92.85727609744666
805,0.805,13.711910944051764
806,0.806,10.969306755719376
807,0.807,31.531918830528006
808,0.808,12.353588346048072
809,0.809,25.36016525250081
810,0.81,40.51102501913243
811,0.811,83.9752328884837
812,0.812,9.339854070168297
813,0.8130000000000001,18.636435073182255
814,0.8140000000000001,45.78906516375073
815,0.8150000000000001,56.66289153270023
816,0.8160000000000001,58.79042584031949
817,0.8170000000000001,88.3562668564279
818,0.8180000000000001,65.12480263016084
819,0.8190000000000001,70.83643504669071
820,0.8200000000000001,17.689591609143505
821,0.8210000000000001,17.37354349570549
822,0.8220000000000001,97.2430242218769
823,0.8230000000000001,13.86460414209576
824,0.8240000000000001,92.96783795284445
825,0.8250000000000001,47.03963524340642
826,0.8260000000000001,69.89870924285522
827,0.8270000000000001,28.147561391197563
828,0.8280000000000001,70.47915710974709
829,0.8290000000000001,0.7569193490194581
830,0.8300000000000001,38.640064768062366
831,0.8310000000000001,46.11542191612833
832,0.8320000000000001,56.51818726972236
833,0.833,82.4428149538065
834,0.834,90.47764135810145
835,0.835,99.94263816825571
836,0.836,2.207751155954041
837,0.837,52.37675102503451
838,0.838,20.11426366925789
839,0.839,55.6037671302811
840,0.84,96.9822734419577
841,0.841,97.16103174363498
842,0.842,39.29369560883716
843,0.843,98.67037155360386
844,0.844,36.17399544678346
845,0.845,69.19938961761622
846,0.846,3.881276544947243
847,0.847,39.460726732459285
848,0.848,61.66140028317554
849,0.849,4.218177676230184
850,0.85,73.8862116844662
851,0.851,99.23510905229179
852,0.852,31.605903017493155
853,0.853,12.567936443813432
854,0.854,19.951451688520073
855,0.855,68.48682342271744
856,0.856,82.53133499501469
857,0.857,84.12260754352864
858,0.858,54.691626548426356
859,0.859,79.37595326435152
860,0.86,56.51710024491099
861,0.861,59.10204214228491
862,0.862,72.89531903625635
863,0.863,89.26877464457445
864,0.864,95.46017396972952
865,0.865,43.72071626932809
866,0.866,52.68061891334108
867,0.867,71.79256075121316
868,0.868,93.28007837205298
869,0.869,84.26617641599256
870,0.87,11.975811372192736
871,0.871,67.09679019226748
872,0.872,46.46138206673746
873,0.873,10.138339679258458
874,0.874,7.937793239921298
875,0.875,42.227994470908016
876,0.876,12.59885436145536
877,0.877,9.147088642794522
878,0.878,78.45913273699381
879,0.879,36.208713628477476
880,0.88,88.56303473273528
881,0.881,83.2413971343315
882,0.882,31.05014371613063
883,0.883,15.941488285866223
884,0.884,98.98923000203264
885,0.885,32.643724189697934
886,0.886,86.56969507372122
887,0.887,35.06849525228463
888,0.888,75.11501586611521
889,0.889,44.12761038719475
890,0.89,30.210012158504007
891,0.891,58.08352923617453
892,0.892,51.90470381933275
893,0.893,89.95734330019837
894,0.894,96.84166045265648
895,0.895,2.5241929935825413
896,0.896,89.50899294385479
897,0.897,75.3488798767074
898,0.898,13.055472570501125
899,0.899,35.072144135783525
900,0.9,14.565223274264083
901,0.901,60.48188145888501
902,0.902,2.576502399709546
903,0.903,36.1149201419526
904,0.904,8.166736245928096
905,0.905,58.298148775135736
906,0.906,17.387112297277042
907,0.907,87.33688536113318
908,0.908,70.62158732158859
909,0.909,9.57087846738396
910,0.91,81.87953910340242
911,0.911,80.84769100394428
912,0.912,72.61189434963677
913,0.913,33.33744969874404
914,0.914,79.95528505202839
915,0.915,55.18169773147375
916,0.916,22.398917526661734
917,0.917,66.0940297040268
918,0.918,48.86958685299964
919,0.919,53.06578195859506
920,0.92,26.829486419550097
921,0.921,1.3108280240820114
922,0.922,89.21262851143534
923,0.923,83.08122582390365
924,0.924,13.847714696723557
925,0.925,86.30846209280837
926,0.926,83.36935862628789
927,0.927,69.8247760694499
928,0.928,23.767787748107526
929,0.929,69.10565245474882
930,0.93,59.439133277515275
931,0.931,20.091183638365106
932,0.932,83.9150198874542
933,0.933,79.90143197821087
934,0.934,73.20783689195405
935,0.935,26.231892018000245
936,0.936,5.957931611178758
937,0.937,79.84168012325746
938,0.9380000000000001,44.39739385826551
939,0.9390000000000001,42.148085108056335
940,0.9400000000000001,24.560644186282598
941,0.9410000000000001,12.364517874883141
942,0.9420000000000001,93.96737588174459
943,0.9430000000000001,53.51802950428731
944,0.9440000000000001,99.03312453865674
945,0.9450000000000001,88.88795677448383
946,0.9460000000000001,81.4538094103789
947,0.9470000000000001,96.03047781401467
